;timestamp;customer_no;location;next_location
16482;2019-09-04 16:10:00;934;entrance;dairy
16483;2019-09-04 16:10:00;934;dairy;checkout
16485;2019-09-04 16:10:00;935;entrance;dairy
16486;2019-09-04 16:10:00;935;dairy;fruit
16487;2019-09-04 16:12:00;935;fruit;checkout
16489;2019-09-04 16:11:00;936;entrance;fruit
16490;2019-09-04 16:11:00;936;fruit;dairy
16491;2019-09-04 16:12:00;936;dairy;spices
16492;2019-09-04 16:13:00;936;spices;checkout
16494;2019-09-04 16:12:00;937;entrance;spices
16495;2019-09-04 16:12:00;937;spices;dairy
16496;2019-09-04 16:13:00;937;dairy;checkout
16498;2019-09-04 16:12:00;938;entrance;fruit
16499;2019-09-04 16:12:00;938;fruit;dairy
16500;2019-09-04 16:18:00;938;dairy;checkout
16502;2019-09-04 16:12:00;939;entrance;drinks
16503;2019-09-04 16:12:00;939;drinks;checkout
16505;2019-09-04 16:12:00;940;entrance;dairy
16506;2019-09-04 16:12:00;940;dairy;checkout
16508;2019-09-04 16:15:00;941;entrance;fruit
16509;2019-09-04 16:15:00;941;fruit;checkout
16511;2019-09-04 16:15:00;942;entrance;dairy
16512;2019-09-04 16:15:00;942;dairy;checkout
16514;2019-09-04 16:15:00;943;entrance;drinks
16515;2019-09-04 16:15:00;943;drinks;fruit
16516;2019-09-04 16:16:00;943;fruit;checkout
16518;2019-09-04 16:16:00;944;entrance;dairy
16519;2019-09-04 16:16:00;944;dairy;checkout
16521;2019-09-04 16:17:00;945;entrance;dairy
16522;2019-09-04 16:17:00;945;dairy;checkout
16524;2019-09-04 16:17:00;946;entrance;fruit
16525;2019-09-04 16:17:00;946;fruit;checkout
16527;2019-09-04 16:17:00;947;entrance;dairy
16528;2019-09-04 16:17:00;947;dairy;checkout
16530;2019-09-04 16:19:00;948;entrance;dairy
16531;2019-09-04 16:19:00;948;dairy;checkout
16533;2019-09-04 16:19:00;949;entrance;fruit
16534;2019-09-04 16:19:00;949;fruit;checkout
16536;2019-09-04 16:21:00;950;entrance;dairy
16537;2019-09-04 16:21:00;950;dairy;checkout
16539;2019-09-04 16:22:00;951;entrance;dairy
16540;2019-09-04 16:22:00;951;dairy;checkout
16542;2019-09-04 16:22:00;952;entrance;fruit
16543;2019-09-04 16:22:00;952;fruit;dairy
16544;2019-09-04 16:25:00;952;dairy;fruit
16545;2019-09-04 16:27:00;952;fruit;spices
16546;2019-09-04 16:28:00;952;spices;dairy
16547;2019-09-04 16:30:00;952;dairy;fruit
16548;2019-09-04 16:34:00;952;fruit;drinks
16549;2019-09-04 16:35:00;952;drinks;checkout
16551;2019-09-04 16:25:00;953;entrance;spices
16552;2019-09-04 16:25:00;953;spices;drinks
16553;2019-09-04 16:26:00;953;drinks;fruit
16554;2019-09-04 16:27:00;953;fruit;dairy
16555;2019-09-04 16:31:00;953;dairy;spices
16556;2019-09-04 16:32:00;953;spices;checkout
16558;2019-09-04 16:26:00;954;entrance;fruit
16559;2019-09-04 16:26:00;954;fruit;dairy
16560;2019-09-04 16:28:00;954;dairy;checkout
16562;2019-09-04 16:26:00;955;entrance;drinks
16563;2019-09-04 16:26:00;955;drinks;fruit
16564;2019-09-04 16:34:00;955;fruit;dairy
16565;2019-09-04 16:37:00;955;dairy;checkout
16567;2019-09-04 16:26:00;956;entrance;dairy
16568;2019-09-04 16:26:00;956;dairy;checkout
16570;2019-09-04 16:26:00;957;entrance;drinks
16571;2019-09-04 16:26:00;957;drinks;checkout
16573;2019-09-04 16:27:00;958;entrance;drinks
16574;2019-09-04 16:27:00;958;drinks;checkout
16576;2019-09-04 16:30:00;959;entrance;spices
16577;2019-09-04 16:30:00;959;spices;dairy
16578;2019-09-04 16:32:00;959;dairy;fruit
16579;2019-09-04 16:33:00;959;fruit;dairy
16580;2019-09-04 16:34:00;959;dairy;checkout
16582;2019-09-04 16:30:00;960;entrance;fruit
16583;2019-09-04 16:30:00;960;fruit;checkout
16585;2019-09-04 16:31:00;961;entrance;fruit
16586;2019-09-04 16:31:00;961;fruit;checkout
16588;2019-09-04 16:31:00;962;entrance;fruit
16589;2019-09-04 16:31:00;962;fruit;dairy
16590;2019-09-04 16:36:00;962;dairy;spices
16591;2019-09-04 16:38:00;962;spices;fruit
16592;2019-09-04 16:41:00;962;fruit;dairy
16593;2019-09-04 16:46:00;962;dairy;fruit
16594;2019-09-04 16:51:00;962;fruit;dairy
16595;2019-09-04 16:52:00;962;dairy;fruit
16596;2019-09-04 16:55:00;962;fruit;checkout
16598;2019-09-04 16:32:00;963;entrance;dairy
16599;2019-09-04 16:32:00;963;dairy;drinks
16600;2019-09-04 16:33:00;963;drinks;checkout
16602;2019-09-04 16:32:00;964;entrance;dairy
16603;2019-09-04 16:32:00;964;dairy;fruit
16604;2019-09-04 16:38:00;964;fruit;dairy
16605;2019-09-04 16:39:00;964;dairy;checkout
16607;2019-09-04 16:32:00;965;entrance;dairy
16608;2019-09-04 16:32:00;965;dairy;checkout
16610;2019-09-04 16:32:00;966;entrance;fruit
16611;2019-09-04 16:32:00;966;fruit;checkout
16613;2019-09-04 16:33:00;967;entrance;drinks
16614;2019-09-04 16:33:00;967;drinks;checkout
16616;2019-09-04 16:33:00;968;entrance;fruit
16617;2019-09-04 16:33:00;968;fruit;spices
16618;2019-09-04 16:34:00;968;spices;dairy
16619;2019-09-04 16:35:00;968;dairy;fruit
16620;2019-09-04 16:37:00;968;fruit;checkout
16622;2019-09-04 16:35:00;969;entrance;dairy
16623;2019-09-04 16:35:00;969;dairy;checkout
16625;2019-09-04 16:35:00;970;entrance;dairy
16626;2019-09-04 16:35:00;970;dairy;checkout
16628;2019-09-04 16:36:00;971;entrance;drinks
16629;2019-09-04 16:36:00;971;drinks;dairy
16630;2019-09-04 16:43:00;971;dairy;checkout
16632;2019-09-04 16:36:00;972;entrance;fruit
16633;2019-09-04 16:36:00;972;fruit;checkout
16635;2019-09-04 16:36:00;973;entrance;dairy
16636;2019-09-04 16:36:00;973;dairy;checkout
16638;2019-09-04 16:36:00;974;entrance;dairy
16639;2019-09-04 16:36:00;974;dairy;drinks
16640;2019-09-04 16:37:00;974;drinks;fruit
16641;2019-09-04 16:38:00;974;fruit;drinks
16642;2019-09-04 16:40:00;974;drinks;fruit
16643;2019-09-04 16:42:00;974;fruit;checkout
16645;2019-09-04 16:36:00;975;entrance;fruit
16646;2019-09-04 16:36:00;975;fruit;drinks
16647;2019-09-04 16:37:00;975;drinks;checkout
16649;2019-09-04 16:36:00;976;entrance;fruit
16650;2019-09-04 16:36:00;976;fruit;checkout
16652;2019-09-04 16:36:00;977;entrance;dairy
16653;2019-09-04 16:36:00;977;dairy;drinks
16654;2019-09-04 16:37:00;977;drinks;fruit
16655;2019-09-04 16:38:00;977;fruit;checkout
16657;2019-09-04 16:36:00;978;entrance;drinks
16658;2019-09-04 16:36:00;978;drinks;spices
16659;2019-09-04 16:38:00;978;spices;checkout
16661;2019-09-04 16:36:00;979;entrance;dairy
16662;2019-09-04 16:36:00;979;dairy;drinks
16663;2019-09-04 16:37:00;979;drinks;checkout
16665;2019-09-04 16:37:00;980;entrance;fruit
16666;2019-09-04 16:37:00;980;fruit;drinks
16667;2019-09-04 16:39:00;980;drinks;checkout
16669;2019-09-04 16:39:00;981;entrance;spices
16670;2019-09-04 16:39:00;981;spices;dairy
16671;2019-09-04 16:40:00;981;dairy;drinks
16672;2019-09-04 16:42:00;981;drinks;checkout
16674;2019-09-04 16:42:00;982;entrance;dairy
16675;2019-09-04 16:42:00;982;dairy;drinks
16676;2019-09-04 16:43:00;982;drinks;checkout
16678;2019-09-04 16:42:00;983;entrance;dairy
16679;2019-09-04 16:42:00;983;dairy;checkout
16681;2019-09-04 16:44:00;984;entrance;dairy
16682;2019-09-04 16:44:00;984;dairy;checkout
16684;2019-09-04 16:44:00;985;entrance;fruit
16685;2019-09-04 16:44:00;985;fruit;spices
16686;2019-09-04 16:50:00;985;spices;drinks
16687;2019-09-04 16:54:00;985;drinks;checkout
16689;2019-09-04 16:44:00;986;entrance;fruit
16690;2019-09-04 16:44:00;986;fruit;checkout
16692;2019-09-04 16:45:00;987;entrance;fruit
16693;2019-09-04 16:45:00;987;fruit;checkout
16695;2019-09-04 16:47:00;988;entrance;fruit
16696;2019-09-04 16:47:00;988;fruit;dairy
16697;2019-09-04 16:48:00;988;dairy;drinks
16698;2019-09-04 16:50:00;988;drinks;checkout
16700;2019-09-04 16:48:00;989;entrance;fruit
16701;2019-09-04 16:48:00;989;fruit;checkout
16703;2019-09-04 16:48:00;990;entrance;drinks
16704;2019-09-04 16:48:00;990;drinks;checkout
16706;2019-09-04 16:48:00;991;entrance;drinks
16707;2019-09-04 16:48:00;991;drinks;dairy
16708;2019-09-04 16:50:00;991;dairy;checkout
16710;2019-09-04 16:50:00;992;entrance;dairy
16711;2019-09-04 16:50:00;992;dairy;spices
16712;2019-09-04 16:51:00;992;spices;drinks
16713;2019-09-04 16:54:00;992;drinks;spices
16714;2019-09-04 16:55:00;992;spices;drinks
16715;2019-09-04 16:56:00;992;drinks;checkout
16717;2019-09-04 16:52:00;993;entrance;dairy
16718;2019-09-04 16:52:00;993;dairy;fruit
16719;2019-09-04 16:56:00;993;fruit;checkout
16721;2019-09-04 16:52:00;994;entrance;spices
16722;2019-09-04 16:52:00;994;spices;fruit
16723;2019-09-04 16:53:00;994;fruit;dairy
16724;2019-09-04 16:54:00;994;dairy;spices
16725;2019-09-04 16:57:00;994;spices;drinks
16726;2019-09-04 16:58:00;994;drinks;checkout
16728;2019-09-04 16:52:00;995;entrance;fruit
16729;2019-09-04 16:52:00;995;fruit;dairy
16730;2019-09-04 16:53:00;995;dairy;spices
16731;2019-09-04 17:01:00;995;spices;dairy
16732;2019-09-04 17:05:00;995;dairy;checkout
16734;2019-09-04 16:52:00;996;entrance;fruit
16735;2019-09-04 16:52:00;996;fruit;dairy
16736;2019-09-04 16:53:00;996;dairy;checkout
16738;2019-09-04 16:52:00;997;entrance;dairy
16739;2019-09-04 16:52:00;997;dairy;spices
16740;2019-09-04 16:53:00;997;spices;dairy
16741;2019-09-04 16:54:00;997;dairy;fruit
16742;2019-09-04 17:09:00;997;fruit;dairy
16743;2019-09-04 17:10:00;997;dairy;checkout
16745;2019-09-04 16:53:00;998;entrance;dairy
16746;2019-09-04 16:53:00;998;dairy;fruit
16747;2019-09-04 16:57:00;998;fruit;checkout
16749;2019-09-04 16:53:00;999;entrance;fruit
16750;2019-09-04 16:53:00;999;fruit;checkout
16752;2019-09-04 16:53:00;1000;entrance;spices
16753;2019-09-04 16:53:00;1000;spices;dairy
16754;2019-09-04 16:54:00;1000;dairy;spices
16755;2019-09-04 17:03:00;1000;spices;checkout
16757;2019-09-04 16:53:00;1001;entrance;spices
16758;2019-09-04 16:53:00;1001;spices;drinks
16759;2019-09-04 16:55:00;1001;drinks;checkout
16761;2019-09-04 16:54:00;1002;entrance;dairy
16762;2019-09-04 16:54:00;1002;dairy;checkout
16764;2019-09-04 16:55:00;1003;entrance;fruit
16765;2019-09-04 16:55:00;1003;fruit;dairy
16766;2019-09-04 16:56:00;1003;dairy;drinks
16767;2019-09-04 16:58:00;1003;drinks;fruit
16768;2019-09-04 17:00:00;1003;fruit;dairy
16769;2019-09-04 17:02:00;1003;dairy;checkout
16771;2019-09-04 16:56:00;1004;entrance;spices
16772;2019-09-04 16:56:00;1004;spices;dairy
16773;2019-09-04 17:01:00;1004;dairy;checkout
16775;2019-09-04 16:56:00;1005;entrance;spices
16776;2019-09-04 16:56:00;1005;spices;drinks
16777;2019-09-04 16:57:00;1005;drinks;spices
16778;2019-09-04 16:59:00;1005;spices;checkout
16780;2019-09-04 16:56:00;1006;entrance;spices
16781;2019-09-04 16:56:00;1006;spices;checkout
16783;2019-09-04 16:56:00;1007;entrance;dairy
16784;2019-09-04 16:56:00;1007;dairy;spices
16785;2019-09-04 17:10:00;1007;spices;drinks
16786;2019-09-04 17:11:00;1007;drinks;checkout
16788;2019-09-04 16:57:00;1008;entrance;fruit
16789;2019-09-04 16:57:00;1008;fruit;checkout
16791;2019-09-04 16:57:00;1009;entrance;spices
16792;2019-09-04 16:57:00;1009;spices;dairy
16793;2019-09-04 17:01:00;1009;dairy;fruit
16794;2019-09-04 17:04:00;1009;fruit;drinks
16795;2019-09-04 17:06:00;1009;drinks;fruit
16796;2019-09-04 17:08:00;1009;fruit;drinks
16797;2019-09-04 17:09:00;1009;drinks;spices
16798;2019-09-04 17:10:00;1009;spices;checkout
16800;2019-09-04 16:59:00;1010;entrance;spices
16801;2019-09-04 16:59:00;1010;spices;fruit
16802;2019-09-04 17:01:00;1010;fruit;checkout
16804;2019-09-04 17:00:00;1011;entrance;dairy
16805;2019-09-04 17:00:00;1011;dairy;checkout
16807;2019-09-04 17:00:00;1012;entrance;fruit
16808;2019-09-04 17:00:00;1012;fruit;dairy
16809;2019-09-04 17:04:00;1012;dairy;drinks
16810;2019-09-04 17:09:00;1012;drinks;spices
16811;2019-09-04 17:12:00;1012;spices;drinks
16812;2019-09-04 17:14:00;1012;drinks;checkout
16814;2019-09-04 17:02:00;1013;entrance;fruit
16815;2019-09-04 17:02:00;1013;fruit;checkout
16817;2019-09-04 17:03:00;1014;entrance;fruit
16818;2019-09-04 17:03:00;1014;fruit;checkout
16820;2019-09-04 17:03:00;1015;entrance;drinks
16821;2019-09-04 17:03:00;1015;drinks;spices
16822;2019-09-04 17:04:00;1015;spices;dairy
16823;2019-09-04 17:05:00;1015;dairy;drinks
16824;2019-09-04 17:06:00;1015;drinks;fruit
16825;2019-09-04 17:10:00;1015;fruit;dairy
16826;2019-09-04 17:13:00;1015;dairy;spices
16827;2019-09-04 17:22:00;1015;spices;fruit
16828;2019-09-04 17:25:00;1015;fruit;checkout
16830;2019-09-04 17:03:00;1016;entrance;dairy
16831;2019-09-04 17:03:00;1016;dairy;fruit
16832;2019-09-04 17:04:00;1016;fruit;checkout
16834;2019-09-04 17:04:00;1017;entrance;dairy
16835;2019-09-04 17:04:00;1017;dairy;checkout
16837;2019-09-04 17:04:00;1018;entrance;fruit
16838;2019-09-04 17:04:00;1018;fruit;checkout
16840;2019-09-04 17:05:00;1019;entrance;fruit
16841;2019-09-04 17:05:00;1019;fruit;dairy
16842;2019-09-04 17:17:00;1019;dairy;checkout
16844;2019-09-04 17:05:00;1020;entrance;fruit
16845;2019-09-04 17:05:00;1020;fruit;dairy
16846;2019-09-04 17:06:00;1020;dairy;drinks
16847;2019-09-04 17:08:00;1020;drinks;checkout
16849;2019-09-04 17:06:00;1021;entrance;dairy
16850;2019-09-04 17:06:00;1021;dairy;checkout
16852;2019-09-04 17:06:00;1022;entrance;fruit
16853;2019-09-04 17:06:00;1022;fruit;drinks
16854;2019-09-04 17:11:00;1022;drinks;checkout
16856;2019-09-04 17:06:00;1023;entrance;fruit
16857;2019-09-04 17:06:00;1023;fruit;dairy
16858;2019-09-04 17:12:00;1023;dairy;checkout
16860;2019-09-04 17:06:00;1024;entrance;fruit
16861;2019-09-04 17:06:00;1024;fruit;dairy
16862;2019-09-04 17:07:00;1024;dairy;fruit
16863;2019-09-04 17:16:00;1024;fruit;checkout
16865;2019-09-04 17:06:00;1025;entrance;dairy
16866;2019-09-04 17:06:00;1025;dairy;checkout
16868;2019-09-04 17:06:00;1026;entrance;drinks
16869;2019-09-04 17:06:00;1026;drinks;checkout
16871;2019-09-04 17:08:00;1027;entrance;dairy
16872;2019-09-04 17:08:00;1027;dairy;checkout
16874;2019-09-04 17:09:00;1028;entrance;dairy
16875;2019-09-04 17:09:00;1028;dairy;checkout
16877;2019-09-04 17:09:00;1029;entrance;fruit
16878;2019-09-04 17:09:00;1029;fruit;dairy
16879;2019-09-04 17:10:00;1029;dairy;spices
16880;2019-09-04 17:11:00;1029;spices;checkout
16882;2019-09-04 17:10:00;1030;entrance;fruit
16883;2019-09-04 17:10:00;1030;fruit;drinks
16884;2019-09-04 17:11:00;1030;drinks;checkout
16886;2019-09-04 17:10:00;1031;entrance;fruit
16887;2019-09-04 17:10:00;1031;fruit;drinks
16888;2019-09-04 17:16:00;1031;drinks;fruit
16889;2019-09-04 17:18:00;1031;fruit;drinks
16890;2019-09-04 17:19:00;1031;drinks;fruit
16891;2019-09-04 17:23:00;1031;fruit;checkout
16893;2019-09-04 17:10:00;1032;entrance;dairy
16894;2019-09-04 17:10:00;1032;dairy;checkout
16896;2019-09-04 17:10:00;1033;entrance;dairy
16897;2019-09-04 17:10:00;1033;dairy;drinks
16898;2019-09-04 17:12:00;1033;drinks;spices
16899;2019-09-04 17:15:00;1033;spices;checkout
16901;2019-09-04 17:11:00;1034;entrance;fruit
16902;2019-09-04 17:11:00;1034;fruit;checkout
16904;2019-09-04 17:14:00;1035;entrance;dairy
16905;2019-09-04 17:14:00;1035;dairy;drinks
16906;2019-09-04 17:17:00;1035;drinks;checkout
16908;2019-09-04 17:16:00;1036;entrance;fruit
16909;2019-09-04 17:16:00;1036;fruit;checkout
16911;2019-09-04 17:16:00;1037;entrance;fruit
16912;2019-09-04 17:16:00;1037;fruit;dairy
16913;2019-09-04 17:18:00;1037;dairy;checkout
16915;2019-09-04 17:17:00;1038;entrance;fruit
16916;2019-09-04 17:17:00;1038;fruit;checkout
16918;2019-09-04 17:17:00;1039;entrance;dairy
16919;2019-09-04 17:17:00;1039;dairy;drinks
16920;2019-09-04 17:21:00;1039;drinks;checkout
16922;2019-09-04 17:20:00;1040;entrance;dairy
16923;2019-09-04 17:20:00;1040;dairy;fruit
16924;2019-09-04 17:25:00;1040;fruit;dairy
16925;2019-09-04 17:29:00;1040;dairy;checkout
16927;2019-09-04 17:20:00;1041;entrance;dairy
16928;2019-09-04 17:20:00;1041;dairy;fruit
16929;2019-09-04 17:21:00;1041;fruit;checkout
16931;2019-09-04 17:24:00;1042;entrance;fruit
16932;2019-09-04 17:24:00;1042;fruit;checkout
16934;2019-09-04 17:24:00;1043;entrance;spices
16935;2019-09-04 17:24:00;1043;spices;dairy
16936;2019-09-04 17:25:00;1043;dairy;checkout
16938;2019-09-04 17:24:00;1044;entrance;fruit
16939;2019-09-04 17:24:00;1044;fruit;dairy
16940;2019-09-04 17:27:00;1044;dairy;checkout
16942;2019-09-04 17:24:00;1045;entrance;spices
16943;2019-09-04 17:24:00;1045;spices;fruit
16944;2019-09-04 17:26:00;1045;fruit;checkout
16946;2019-09-04 17:25:00;1046;entrance;fruit
16947;2019-09-04 17:25:00;1046;fruit;dairy
16948;2019-09-04 17:26:00;1046;dairy;checkout
16950;2019-09-04 17:27:00;1047;entrance;spices
16951;2019-09-04 17:27:00;1047;spices;dairy
16952;2019-09-04 17:28:00;1047;dairy;checkout
16954;2019-09-04 17:30:00;1048;entrance;fruit
16955;2019-09-04 17:30:00;1048;fruit;dairy
16956;2019-09-04 17:36:00;1048;dairy;checkout
16958;2019-09-04 17:31:00;1049;entrance;fruit
16959;2019-09-04 17:31:00;1049;fruit;checkout
16961;2019-09-04 17:31:00;1050;entrance;drinks
16962;2019-09-04 17:31:00;1050;drinks;fruit
16963;2019-09-04 17:32:00;1050;fruit;drinks
16964;2019-09-04 17:33:00;1050;drinks;spices
16965;2019-09-04 17:36:00;1050;spices;drinks
16966;2019-09-04 17:37:00;1050;drinks;checkout
16968;2019-09-04 17:31:00;1051;entrance;spices
16969;2019-09-04 17:31:00;1051;spices;checkout
16971;2019-09-04 17:31:00;1052;entrance;dairy
16972;2019-09-04 17:31:00;1052;dairy;fruit
16973;2019-09-04 17:33:00;1052;fruit;checkout
16975;2019-09-04 17:32:00;1053;entrance;dairy
16976;2019-09-04 17:32:00;1053;dairy;checkout
16978;2019-09-04 17:33:00;1054;entrance;spices
16979;2019-09-04 17:33:00;1054;spices;checkout
16981;2019-09-04 17:33:00;1055;entrance;spices
16982;2019-09-04 17:33:00;1055;spices;checkout
16984;2019-09-04 17:34:00;1056;entrance;spices
16985;2019-09-04 17:34:00;1056;spices;drinks
16986;2019-09-04 17:37:00;1056;drinks;fruit
16987;2019-09-04 17:39:00;1056;fruit;checkout
16989;2019-09-04 17:34:00;1057;entrance;fruit
16990;2019-09-04 17:34:00;1057;fruit;checkout
16992;2019-09-04 17:34:00;1058;entrance;dairy
16993;2019-09-04 17:34:00;1058;dairy;spices
16994;2019-09-04 17:36:00;1058;spices;checkout
16996;2019-09-04 17:34:00;1059;entrance;dairy
16997;2019-09-04 17:34:00;1059;dairy;drinks
16998;2019-09-04 17:35:00;1059;drinks;fruit
16999;2019-09-04 17:39:00;1059;fruit;spices
17000;2019-09-04 17:40:00;1059;spices;dairy
17001;2019-09-04 17:42:00;1059;dairy;fruit
17002;2019-09-04 17:44:00;1059;fruit;checkout
17004;2019-09-04 17:34:00;1060;entrance;spices
17005;2019-09-04 17:34:00;1060;spices;drinks
17006;2019-09-04 17:37:00;1060;drinks;spices
17007;2019-09-04 17:38:00;1060;spices;dairy
17008;2019-09-04 17:40:00;1060;dairy;spices
17009;2019-09-04 17:41:00;1060;spices;drinks
17010;2019-09-04 17:42:00;1060;drinks;checkout
17012;2019-09-04 17:34:00;1061;entrance;dairy
17013;2019-09-04 17:34:00;1061;dairy;drinks
17014;2019-09-04 17:36:00;1061;drinks;checkout
17016;2019-09-04 17:35:00;1062;entrance;fruit
17017;2019-09-04 17:35:00;1062;fruit;checkout
17019;2019-09-04 17:35:00;1063;entrance;dairy
17020;2019-09-04 17:35:00;1063;dairy;checkout
17022;2019-09-04 17:36:00;1064;entrance;fruit
17023;2019-09-04 17:36:00;1064;fruit;checkout
17025;2019-09-04 17:36:00;1065;entrance;fruit
17026;2019-09-04 17:36:00;1065;fruit;drinks
17027;2019-09-04 17:39:00;1065;drinks;fruit
17028;2019-09-04 17:40:00;1065;fruit;spices
17029;2019-09-04 17:43:00;1065;spices;fruit
17030;2019-09-04 17:44:00;1065;fruit;spices
17031;2019-09-04 17:45:00;1065;spices;checkout
17033;2019-09-04 17:38:00;1066;entrance;drinks
17034;2019-09-04 17:38:00;1066;drinks;spices
17035;2019-09-04 17:39:00;1066;spices;fruit
17036;2019-09-04 17:42:00;1066;fruit;dairy
17037;2019-09-04 17:44:00;1066;dairy;fruit
17038;2019-09-04 17:50:00;1066;fruit;checkout
17040;2019-09-04 17:39:00;1067;entrance;fruit
17041;2019-09-04 17:39:00;1067;fruit;checkout
17043;2019-09-04 17:39:00;1068;entrance;fruit
17044;2019-09-04 17:39:00;1068;fruit;dairy
17045;2019-09-04 17:42:00;1068;dairy;checkout
17047;2019-09-04 17:39:00;1069;entrance;fruit
17048;2019-09-04 17:39:00;1069;fruit;checkout
17050;2019-09-04 17:39:00;1070;entrance;fruit
17051;2019-09-04 17:39:00;1070;fruit;checkout
17053;2019-09-04 17:39:00;1071;entrance;drinks
17054;2019-09-04 17:39:00;1071;drinks;fruit
17055;2019-09-04 17:40:00;1071;fruit;checkout
17057;2019-09-04 17:39:00;1072;entrance;drinks
17058;2019-09-04 17:39:00;1072;drinks;checkout
17060;2019-09-04 17:40:00;1073;entrance;drinks
17061;2019-09-04 17:40:00;1073;drinks;dairy
17062;2019-09-04 17:41:00;1073;dairy;drinks
17063;2019-09-04 17:42:00;1073;drinks;checkout
17065;2019-09-04 17:40:00;1074;entrance;dairy
17066;2019-09-04 17:40:00;1074;dairy;spices
17067;2019-09-04 17:41:00;1074;spices;fruit
17068;2019-09-04 17:44:00;1074;fruit;spices
17069;2019-09-04 17:46:00;1074;spices;dairy
17070;2019-09-04 17:48:00;1074;dairy;fruit
17071;2019-09-04 17:49:00;1074;fruit;drinks
17072;2019-09-04 17:50:00;1074;drinks;checkout
17074;2019-09-04 17:40:00;1075;entrance;spices
17075;2019-09-04 17:40:00;1075;spices;dairy
17076;2019-09-04 17:47:00;1075;dairy;spices
17077;2019-09-04 17:48:00;1075;spices;dairy
17078;2019-09-04 17:50:00;1075;dairy;spices
17079;2019-09-04 17:51:00;1075;spices;dairy
17080;2019-09-04 17:53:00;1075;dairy;fruit
17081;2019-09-04 17:54:00;1075;fruit;checkout
17083;2019-09-04 17:41:00;1076;entrance;dairy
17084;2019-09-04 17:41:00;1076;dairy;checkout
17086;2019-09-04 17:41:00;1077;entrance;fruit
17087;2019-09-04 17:41:00;1077;fruit;checkout
17089;2019-09-04 17:43:00;1078;entrance;fruit
17090;2019-09-04 17:43:00;1078;fruit;checkout
17092;2019-09-04 17:43:00;1079;entrance;fruit
17093;2019-09-04 17:43:00;1079;fruit;dairy
17094;2019-09-04 17:47:00;1079;dairy;checkout
17096;2019-09-04 17:43:00;1080;entrance;drinks
17097;2019-09-04 17:43:00;1080;drinks;spices
17098;2019-09-04 17:46:00;1080;spices;checkout
17100;2019-09-04 17:44:00;1081;entrance;fruit
17101;2019-09-04 17:44:00;1081;fruit;checkout
17103;2019-09-04 17:44:00;1082;entrance;drinks
17104;2019-09-04 17:44:00;1082;drinks;checkout
17106;2019-09-04 17:44:00;1083;entrance;dairy
17107;2019-09-04 17:44:00;1083;dairy;checkout
17109;2019-09-04 17:44:00;1084;entrance;dairy
17110;2019-09-04 17:44:00;1084;dairy;checkout
17112;2019-09-04 17:44:00;1085;entrance;fruit
17113;2019-09-04 17:44:00;1085;fruit;checkout
17115;2019-09-04 17:44:00;1086;entrance;spices
17116;2019-09-04 17:44:00;1086;spices;dairy
17117;2019-09-04 17:45:00;1086;dairy;fruit
17118;2019-09-04 17:47:00;1086;fruit;checkout
17120;2019-09-04 17:46:00;1087;entrance;dairy
17121;2019-09-04 17:46:00;1087;dairy;spices
17122;2019-09-04 17:47:00;1087;spices;dairy
17123;2019-09-04 17:49:00;1087;dairy;drinks
17124;2019-09-04 17:52:00;1087;drinks;checkout
17126;2019-09-04 17:46:00;1088;entrance;spices
17127;2019-09-04 17:46:00;1088;spices;checkout
17129;2019-09-04 17:46:00;1089;entrance;drinks
17130;2019-09-04 17:46:00;1089;drinks;checkout
17132;2019-09-04 17:46:00;1090;entrance;spices
17133;2019-09-04 17:46:00;1090;spices;fruit
17134;2019-09-04 17:47:00;1090;fruit;checkout
17136;2019-09-04 17:46:00;1091;entrance;fruit
17137;2019-09-04 17:46:00;1091;fruit;checkout
17139;2019-09-04 17:48:00;1092;entrance;fruit
17140;2019-09-04 17:48:00;1092;fruit;drinks
17141;2019-09-04 17:51:00;1092;drinks;checkout
17143;2019-09-04 17:48:00;1093;entrance;spices
17144;2019-09-04 17:48:00;1093;spices;dairy
17145;2019-09-04 17:49:00;1093;dairy;drinks
17146;2019-09-04 17:50:00;1093;drinks;spices
17147;2019-09-04 17:53:00;1093;spices;drinks
17148;2019-09-04 17:57:00;1093;drinks;fruit
17149;2019-09-04 18:01:00;1093;fruit;drinks
17150;2019-09-04 18:02:00;1093;drinks;spices
17151;2019-09-04 18:04:00;1093;spices;drinks
17152;2019-09-04 18:10:00;1093;drinks;checkout
17154;2019-09-04 17:51:00;1094;entrance;fruit
17155;2019-09-04 17:51:00;1094;fruit;drinks
17156;2019-09-04 18:00:00;1094;drinks;checkout
17158;2019-09-04 17:51:00;1095;entrance;spices
17159;2019-09-04 17:51:00;1095;spices;checkout
17161;2019-09-04 17:51:00;1096;entrance;fruit
17162;2019-09-04 17:51:00;1096;fruit;checkout
17164;2019-09-04 17:51:00;1097;entrance;dairy
17165;2019-09-04 17:51:00;1097;dairy;checkout
17167;2019-09-04 17:51:00;1098;entrance;fruit
17168;2019-09-04 17:51:00;1098;fruit;checkout
17170;2019-09-04 17:52:00;1099;entrance;fruit
17171;2019-09-04 17:52:00;1099;fruit;dairy
17172;2019-09-04 17:54:00;1099;dairy;drinks
17173;2019-09-04 17:55:00;1099;drinks;fruit
17174;2019-09-04 17:56:00;1099;fruit;checkout
17176;2019-09-04 17:58:00;1100;entrance;dairy
17177;2019-09-04 17:58:00;1100;dairy;checkout
